task_id,level,correct_ep_0,correct_ep_1,correct_ep_2,correct_ep_3,correct_ep_4,correct_ep_5,correct_ep_6,correct_ep_7,correct_ep_8,correct_ep_10,correct_ep_12,correct_ep_14,correct_ep_16
47996f11,expert,False,False,False,False,False,False,False,False,False,False,False,False,False
0c9aba6e,expert,True,True,True,True,True,True,True,True,True,True,True,True,True
34b99a2b,expert,True,True,True,True,True,True,True,True,True,True,True,True,True
1c56ad9f,expert,True,True,True,True,True,True,False,True,True,True,True,False,False
e6de6e8f,expert,False,False,False,False,False,False,False,False,False,False,False,False,False
fea12743,expert,False,False,False,False,False,False,False,False,False,False,False,False,False
31d5ba1a,expert,False,True,True,True,True,True,True,True,True,True,True,True,True
79fb03f4,expert,False,False,False,False,False,False,False,False,False,False,False,False,False
8719f442,expert,False,False,True,True,False,False,True,True,False,True,True,False,True
a8610ef7,expert,False,False,True,True,True,True,True,True,True,True,True,True,True
b4a43f3b,expert,False,False,False,False,False,False,False,False,False,False,False,False,False
